Initializing Wing Monitor Controller...
Using Config: IP=192.168.1.70, MockMode=true
[INFO] Running in MOCK MODE
Server running on http://localhost:3001/
Wing Controller connected and ready
Client connected
Client connected
Client connected
Client connected
Client connected
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.92}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.92}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.835}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.835}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.79}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.79}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.73}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.73}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.69}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.69}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.65}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.65}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.615}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.615}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.59}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.59}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.555}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.555}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.535}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.535}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.515}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.515}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.48}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.48}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.44}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.44}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.41}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.41}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.215}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.215}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.19}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.19}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.155}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.155}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.12}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.12}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.095}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.095}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.06}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.06}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.05}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.05}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0}]
